city,region,bairro,property_type,loteamento,price,bedrooms,bathrooms,house_size,lot_size,sqft_above,sqft_basement,floors,waterfront,view,condition,grade,year_built,year_renovated,zipcode,lat,long
Nova Prata,Serra Gaúcha,Frizon,Terreno,Lot. Frizon / Chiomento,121306,0,0.0,0,360,0,0,0.0,0,3,3,5,1994,0,95328,-28.753061703394167,-51.57019129297141
Porto Alegre,Capital,Centro Histórico,Casa,—,677677,2,3.5,90,557,90,0,1.0,0,3,3,5,1971,0,90013,-30.069738351586626,-51.17977880179407
Caxias do Sul,Serra Gaúcha,Sanvitto,Condomínio Residencial,—,1205126,3,2.5,128,459,128,0,1.0,0,1,5,10,2012,2006,95014,-29.202459766263132,-51.16951382962719
Vila Flores,Serra Gaúcha,Linha Aimoré,Terreno,Linha Aimoré,154495,0,0.0,0,763,0,0,0.0,0,2,2,6,2008,0,95336,-28.904566054959187,-51.612913798871766
Gramado,Serra Gaúcha,Várzea Grande,Casa,—,3377056,3,1.0,158,668,158,0,2.0,0,3,3,7,1975,0,95678,-29.390363051914292,-50.89903032385049
Gramado,Serra Gaúcha,Morada da Serra,Casa,—,2793536,3,2.5,149,416,98,51,1.0,0,4,5,6,1975,2011,95676,-29.41670310357904,-50.84086176820698
Veranópolis,Serra Gaúcha,Medianeira,Casa,—,826233,3,3.0,272,760,227,45,1.0,0,3,5,10,1993,0,95335,-28.953135498247903,-51.58245855488014
Porto Alegre,Capital,Menino Deus,Casa,—,1589638,4,2.0,190,432,190,0,2.0,0,0,3,5,2016,2016,90019,-30.076593209033984,-51.21354679042316
Porto Alegre,Capital,Cristal,Apartamento,—,972593,2,1.0,128,128,128,0,5.0,0,4,4,6,1996,0,90014,-30.011600826461322,-51.25450145422584
Porto Alegre,Capital,Menino Deus,Comercial,—,1205760,0,1.0,218,272,218,0,2.0,0,1,4,5,2014,0,90011,-30.05051163810629,-51.20737509101727
Vila Flores,Serra Gaúcha,Linha Aimoré,Casa,—,473028,4,2.5,205,329,205,0,3.0,0,3,3,5,1997,0,95337,-28.87666737604854,-51.57210059053137
Porto Alegre,Capital,Cristal,Terreno,—,694608,0,0.0,0,357,0,0,0.0,0,1,1,4,2001,0,90015,-30.065056830938442,-51.2602237194182
Canela,Serra Gaúcha,Jardim,Condomínio Residencial,—,4452577,3,2.5,271,470,271,0,2.0,0,1,4,8,1986,0,95680,-29.362426574462113,-50.8364683747669
Veranópolis,Serra Gaúcha,São Pelegrino,Casa,—,578838,4,3.0,200,414,200,0,3.0,0,1,5,10,1983,0,95331,-28.8913601668311,-51.5816536079195
Porto Alegre,Capital,Cristal,Condomínio Residencial,—,2072349,2,2.0,223,583,223,0,2.0,0,0,3,11,1975,2015,90012,-29.993227607492795,-51.25832357222187
Nova Petrópolis,Serra Gaúcha,Centro,Condomínio Residencial,—,1590451,2,2.0,275,377,261,14,1.0,0,3,5,12,2000,2016,95150,-29.38893162234828,-51.11145654607289
Farroupilha,Serra Gaúcha,Cinquentenário,Apartamento,—,527246,2,1.0,92,92,92,0,5.0,0,1,3,8,1987,0,95181,-29.21060557214718,-51.345920976912225
Nova Prata,Serra Gaúcha,Frizon,Terreno,Lot. Frizon / Chiomento,124926,0,0.0,0,372,0,0,0.0,0,0,1,4,2001,0,95320,-28.799149191248766,-51.572156670454795
Garibaldi,Serra Gaúcha,Bela Vista,Casa,—,536517,3,3.5,109,263,109,0,1.0,0,2,4,10,2003,0,95720,-29.274418484255428,-51.54329887490659
Canela,Serra Gaúcha,Industrial,Terreno,—,2972314,0,0.0,0,830,0,0,0.0,0,3,1,4,2008,0,95686,-29.312176978574502,-50.85066048645238
Porto Alegre,Capital,Mont'Serrat,Apartamento,—,1022632,2,1.0,151,151,151,0,8.0,0,1,4,6,2008,0,90015,-30.043747378473405,-51.18525842145097
Vila Flores,Serra Gaúcha,Bairro Alto,Casa,—,713734,4,2.0,265,710,265,0,1.0,0,2,5,9,1970,2009,95343,-28.863616901239798,-51.60106265653205
Gramado,Serra Gaúcha,Mato Queimado,Condomínio Residencial,—,3596623,2,2.5,149,323,149,0,2.0,0,2,3,11,1989,2005,95674,-29.389693997758457,-50.90200728835857
Nova Prata,Serra Gaúcha,Sagrada Família,Condomínio Residencial,—,1181418,3,2.5,263,665,263,0,2.0,1,2,4,11,1998,0,95324,-28.779903209030504,-51.617996769525995
Veranópolis,Serra Gaúcha,Centro,Condomínio Residencial,—,1041789,4,2.5,259,625,259,0,2.0,0,0,3,10,1977,0,95335,-28.9871805720003,-51.515729545182374
Bento Gonçalves,Serra Gaúcha,São Bento,Apartamento,—,719007,3,2.0,110,110,110,0,1.0,0,3,4,6,1987,0,95707,-29.22013517264299,-51.51081172630575
Caxias do Sul,Serra Gaúcha,São Pelegrino,Casa,—,2419018,4,2.5,272,728,249,23,1.0,0,1,2,7,1972,2004,95018,-29.204355802897034,-51.21674180348642
Caxias do Sul,Serra Gaúcha,São Pelegrino,Apartamento,—,371717,1,1.0,50,50,50,0,5.0,0,2,5,6,1970,0,95015,-29.163878919770443,-51.218625024962776
Canela,Serra Gaúcha,São José,Condomínio Residencial,—,3297439,3,3.5,179,501,179,0,1.0,0,4,4,11,1973,2021,95685,-29.40421989421765,-50.78875531934123
Porto Alegre,Capital,Chácara das Pedras,Casa,—,2038022,4,3.0,274,714,274,0,2.0,0,3,3,7,1984,0,90013,-30.022388842424316,-51.206544607622945
Veranópolis,Serra Gaúcha,Femaçã,Terreno,Cond. Jardim Europa,302858,0,0.0,0,1104,0,0,0.0,0,0,1,4,2003,0,95332,-28.911382968577477,-51.601248722515635
Veranópolis,Serra Gaúcha,Centro,Terreno,Centro (avulso),118840,0,0.0,0,340,0,0,0.0,0,0,1,5,1999,0,95331,-28.907783346448085,-51.51161818458152
Nova Prata,Serra Gaúcha,Clivatti,Apartamento,—,449309,1,1.0,138,138,138,0,5.0,0,4,4,8,1999,2010,95328,-28.75049318331126,-51.65053528787073
Farroupilha,Serra Gaúcha,São Caetano,Casa,—,809377,3,1.0,140,415,140,0,2.0,0,3,3,9,2009,2003,95183,-29.23336939520658,-51.319204260294015
Farroupilha,Serra Gaúcha,Cinquentenário,Casa,—,449905,3,2.0,87,376,87,0,2.0,0,0,5,6,1987,0,95185,-29.196266169595347,-51.350629606199995
Canela,Serra Gaúcha,Jardim,Apartamento,—,1865367,1,1.0,140,140,140,0,2.0,0,4,3,10,1998,0,95686,-29.393436385697154,-50.85851417165821
Porto Alegre,Capital,Mont'Serrat,Condomínio Residencial,—,3183527,3,2.5,311,662,311,0,1.0,0,0,3,9,1990,0,90015,-30.0781813610853,-51.230441358517616
Farroupilha,Serra Gaúcha,Desvio Rizzo,Terreno,—,1221693,0,0.0,0,970,0,0,0.0,0,1,2,5,1993,0,95188,-29.211531675599563,-51.298338591817476
Nova Petrópolis,Serra Gaúcha,Vila Nova,Casa,—,580394,3,1.0,140,228,140,0,2.0,0,0,4,8,2019,0,95157,-29.38204537658622,-51.142141804820696
Gramado,Serra Gaúcha,Três Pinheiros,Comercial,—,6682326,0,2.0,385,405,385,0,3.0,0,1,5,6,2018,0,95671,-29.40339825372966,-50.85362637815487
Bento Gonçalves,Serra Gaúcha,Fátima,Casa,—,1298156,3,3.5,199,506,199,0,2.0,0,2,4,8,1971,0,95705,-29.1812041502953,-51.541423192824375
Veranópolis,Serra Gaúcha,Centro,Terreno,Centro (avulso),141525,0,0.0,0,380,0,0,0.0,0,3,1,3,1990,0,95331,-28.95262388984295,-51.55002121311022
Porto Alegre,Capital,Partenon,Casa,—,1871696,3,1.0,245,646,245,0,2.0,0,3,2,10,1974,0,90011,-30.049236839223703,-51.248803283431236
Caxias do Sul,Serra Gaúcha,São Pelegrino,Casa,—,1488777,3,2.5,195,713,195,0,1.0,0,0,4,9,1981,0,95019,-29.184108175055115,-51.15173371110751
Bento Gonçalves,Serra Gaúcha,Charqueadas,Apartamento,—,516799,2,1.0,74,74,74,0,5.0,0,4,2,9,2012,2004,95708,-29.131623596254308,-51.52781428363072
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,280000,0,0.0,0,711,0,0,0.0,0,0,3,6,2024,0,95335,-28.86211395353836,-51.59243292650127
Caxias do Sul,Serra Gaúcha,Sagrada Família,Apartamento,—,1195349,1,2.0,144,144,144,0,12.0,1,2,2,9,1992,0,95010,-29.217559185618303,-51.19495037812544
Veranópolis,Serra Gaúcha,Femaçã,Apartamento,—,488539,1,1.0,151,151,151,0,8.0,0,4,3,7,2017,0,95337,-28.98758208016727,-51.59231577203162
Vila Flores,Serra Gaúcha,Bairro Alto,Casa,—,480670,3,1.0,180,457,123,57,2.0,0,1,4,10,1977,2003,95337,-28.888020043524133,-51.5554602066085
Porto Alegre,Capital,Chácara das Pedras,Casa,—,1203043,3,3.0,160,444,160,0,1.0,0,0,4,7,2019,0,90018,-29.991769546495753,-51.26579344709846
Nova Prata,Serra Gaúcha,Frizon,Apartamento,—,353893,1,2.0,95,95,95,0,5.0,0,4,3,10,1971,0,95328,-28.797692417078704,-51.63245479585367
Nova Petrópolis,Serra Gaúcha,Vila Nova,Casa,—,721500,3,2.0,170,551,128,42,1.0,0,1,3,8,1996,2012,95152,-29.407818232757506,-51.08325156386658
Farroupilha,Serra Gaúcha,Desvio Rizzo,Casa,—,1138731,4,1.0,206,624,206,0,2.0,0,1,3,5,1971,0,95184,-29.228400882294828,-51.30398291602262
Canela,Serra Gaúcha,Jardim,Terreno,—,3359107,0,0.0,0,1098,0,0,0.0,0,2,1,4,1993,0,95682,-29.402123335751444,-50.840731750977746
Nova Prata,Serra Gaúcha,Santa Cruz,Apartamento,—,250392,1,2.0,76,76,76,0,12.0,0,2,5,6,1974,0,95325,-28.787919556464246,-51.56418709745444
Caxias do Sul,Serra Gaúcha,Centro,Apartamento,—,1448535,2,2.0,169,169,169,0,6.0,0,0,5,7,1999,0,95019,-29.13902440763794,-51.20989196008788
Nova Prata,Serra Gaúcha,Centro,Terreno,Lot. Gênova,250735,0,0.0,0,354,0,0,0.0,0,2,2,6,2023,0,95323,-28.737836454054214,-51.59789351178091
Bento Gonçalves,Serra Gaúcha,Fátima,Apartamento,—,547036,2,2.0,78,78,78,0,10.0,0,2,4,7,1999,2023,95705,-29.12476509417769,-51.526078976915784
Caxias do Sul,Serra Gaúcha,Sagrada Família,Comercial,—,550262,0,2.0,94,123,94,0,2.0,0,1,3,8,2022,2009,95012,-29.120303271809526,-51.15229670033467
Gramado,Serra Gaúcha,Morada da Serra,Casa,—,5230290,4,1.0,264,494,264,0,2.0,0,1,2,10,2009,0,95678,-29.356921746497846,-50.875206584824866
Canela,Serra Gaúcha,São José,Apartamento,—,988383,1,1.0,74,74,74,0,4.0,0,1,3,7,2014,2015,95689,-29.38754765417169,-50.82073114452164
Nova Prata,Serra Gaúcha,Clivatti,Apartamento,—,556251,1,2.0,154,154,154,0,12.0,0,2,4,9,1987,0,95325,-28.799012788432364,-51.621314701072514
Bento Gonçalves,Serra Gaúcha,Centro,Condomínio Residencial,—,1729257,2,3.0,232,738,232,0,2.0,0,3,5,8,2012,0,95704,-29.130655700917444,-51.49074744413396
Porto Alegre,Capital,Chácara das Pedras,Apartamento,—,1176587,3,2.0,155,155,155,0,12.0,0,2,2,10,1998,2009,90016,-29.988072975164346,-51.25501971113984
Caxias do Sul,Serra Gaúcha,Marechal Floriano,Apartamento,—,1336034,1,2.0,161,161,161,0,3.0,0,3,4,8,1980,0,95011,-29.11793259719399,-51.1562232336926
Porto Alegre,Capital,Partenon,Casa,—,1346431,3,3.5,166,407,166,0,2.0,0,2,4,8,2008,0,90018,-30.01879204534463,-51.25927742997205
Caxias do Sul,Serra Gaúcha,Centro,Apartamento,—,1097607,3,2.0,138,138,138,0,8.0,0,0,3,9,2015,0,95014,-29.1965866024577,-51.210941530417536
Nova Petrópolis,Serra Gaúcha,Recanto Suíço,Apartamento,—,368782,3,2.0,75,75,75,0,3.0,0,3,2,7,2017,0,95154,-29.395224385704015,-51.11531198628074
Caxias do Sul,Serra Gaúcha,Sanvitto,Comercial,—,2483906,0,1.0,331,391,331,0,1.0,0,2,5,6,1978,0,95012,-29.140998965862977,-51.18051545082454
Porto Alegre,Capital,Moinhos de Vento,Apartamento,—,1105066,2,2.0,142,142,142,0,7.0,1,2,3,8,1973,0,90017,-30.024815982640135,-51.22228409038825
Porto Alegre,Capital,Cristal,Apartamento,—,1373931,3,2.0,179,179,179,0,12.0,0,4,4,8,1975,0,90016,-30.050736248913196,-51.24282048161648
Vila Flores,Serra Gaúcha,Centro,Terreno,Clube Residencial Paraíso,186595,0,0.0,0,914,0,0,0.0,0,0,2,4,2005,0,95342,-28.876285994012402,-51.64762198027466
Canela,Serra Gaúcha,Fontes do Ipê,Condomínio Residencial,—,2254186,2,3.5,129,504,129,0,2.0,0,4,4,8,2003,0,95681,-29.322199611519725,-50.832624514175436
Porto Alegre,Capital,Chácara das Pedras,Apartamento,—,440560,3,2.0,55,55,55,0,5.0,0,1,4,9,2023,0,90013,-30.014658194900225,-51.19100495102764
Vila Flores,Serra Gaúcha,Linha Aimoré,Comercial,—,666417,0,1.0,307,345,307,0,1.0,0,2,4,6,1993,0,95339,-28.81554622781184,-51.56547098029673
Veranópolis,Serra Gaúcha,Femaçã,Terreno,Femaçã médio,258325,0,0.0,0,414,0,0,0.0,0,3,2,6,2002,0,95335,-28.96402107007933,-51.56642675101976
Gramado,Serra Gaúcha,Centro,Casa,—,2976061,3,2.0,142,605,142,0,2.0,1,0,4,10,1988,0,95674,-29.333914862008413,-50.85124855331069
Caxias do Sul,Serra Gaúcha,São Pelegrino,Terreno,—,926474,0,0.0,0,568,0,0,0.0,0,0,1,5,2006,0,95010,-29.133180395725223,-51.228605031569884
Canela,Serra Gaúcha,Industrial,Comercial,—,2366915,0,1.0,173,225,173,0,2.0,0,0,5,5,2001,0,95685,-29.407345237870853,-50.7851847250593
Caxias do Sul,Serra Gaúcha,Exposição,Apartamento,—,499479,2,2.0,69,69,69,0,2.0,0,0,2,10,1979,0,95012,-29.166757475035237,-51.191025195377065
Caxias do Sul,Serra Gaúcha,Sanvitto,Apartamento,—,1047526,2,1.0,134,134,134,0,2.0,0,1,5,8,2022,0,95015,-29.161206310477628,-51.162492344457284
Canela,Serra Gaúcha,Centro,Condomínio Residencial,—,4605870,4,2.5,281,851,281,0,3.0,0,0,5,12,2003,0,95688,-29.358728145883294,-50.80745501180035
Garibaldi,Serra Gaúcha,Centro,Casa,—,1552967,4,3.0,292,472,292,0,1.0,0,3,5,5,2014,2004,95728,-29.247658266331722,-51.523084989598914
Veranópolis,Serra Gaúcha,Medianeira,Terreno,Medianeira,262682,0,0.0,0,669,0,0,0.0,0,0,2,5,2005,0,95335,-28.92243882406495,-51.5868071259073
Porto Alegre,Capital,Menino Deus,Apartamento,—,865662,1,2.0,112,112,112,0,4.0,0,0,2,9,1977,0,90015,-30.05021571392681,-51.20168755644413
Bento Gonçalves,Serra Gaúcha,São Roque,Terreno,—,1028733,0,0.0,0,645,0,0,0.0,0,0,3,5,1998,0,95701,-29.20372544523432,-51.50705380748355
Bento Gonçalves,Serra Gaúcha,São Roque,Condomínio Residencial,—,2938779,3,3.5,330,746,282,48,2.0,0,3,4,10,2023,0,95708,-29.148136770969998,-51.50389207578548
Nova Prata,Serra Gaúcha,Sagrada Família,Terreno,Sagrada Família / Centro,322119,0,0.0,0,356,0,0,0.0,0,3,1,3,1990,0,95325,-28.80836417743147,-51.61415160789872
Gramado,Serra Gaúcha,Canavial,Condomínio Residencial,—,8173772,4,3.5,333,795,330,3,2.0,0,3,5,11,2007,0,95670,-29.362465513156575,-50.88238719578002
Caxias do Sul,Serra Gaúcha,Marechal Floriano,Condomínio Residencial,—,2190045,4,3.5,214,373,214,0,1.0,0,1,4,11,1972,2015,95015,-29.19616611898643,-51.13910570955714
Nova Petrópolis,Serra Gaúcha,Recanto Suíço,Casa,—,1308648,2,1.5,281,622,281,0,1.0,0,1,3,8,2005,0,95156,-29.376024773578727,-51.12534638700631
Gramado,Serra Gaúcha,Canavial,Condomínio Residencial,—,5540224,3,3.0,239,636,239,0,1.0,0,4,4,10,1970,0,95670,-29.35838740540008,-50.84656765374723
Veranópolis,Serra Gaúcha,Medianeira,Apartamento,—,211593,2,1.0,74,74,74,0,1.0,0,0,5,6,2023,0,95332,-28.95838227160867,-51.5770637244968
Caxias do Sul,Serra Gaúcha,São Pelegrino,Casa,—,2020304,4,3.5,240,700,240,0,2.0,0,0,2,10,2023,0,95017,-29.194656307948733,-51.19723133326735
Nova Petrópolis,Serra Gaúcha,Recanto Suíço,Casa,—,740966,4,2.0,176,317,130,46,3.0,0,1,5,7,1998,2016,95150,-29.34299305405483,-51.13064030836584
Nova Petrópolis,Serra Gaúcha,Linha Imperial,Casa,—,934561,4,2.0,191,431,191,0,2.0,0,1,2,8,2006,0,95158,-29.40175521652289,-51.10721609433399
Caxias do Sul,Serra Gaúcha,Sanvitto,Apartamento,—,1175090,1,1.0,153,153,153,0,4.0,0,3,2,8,1992,0,95019,-29.19371073939489,-51.18905505228618
Nova Prata,Serra Gaúcha,Santa Cruz,Terreno,Lot. Schneider,236349,0,0.0,0,348,0,0,0.0,0,3,2,6,2014,0,95322,-28.77535194477728,-51.65832400414539
Porto Alegre,Capital,Cristal,Apartamento,—,1354254,3,1.0,177,177,177,0,3.0,0,2,3,8,1975,0,90012,-30.06647900222038,-51.18923396341692
Porto Alegre,Capital,Cristal,Casa,—,2184387,2,3.5,272,756,272,0,1.0,0,1,4,6,1985,0,90016,-30.053016305715,-51.24048525310877
Veranópolis,Serra Gaúcha,Centro,Apartamento,—,496188,1,1.0,178,178,178,0,3.0,0,1,2,6,1983,0,95336,-28.9031400371499,-51.578203496838675
Gramado,Serra Gaúcha,Centro,Condomínio Residencial,—,4778779,2,2.5,195,339,182,13,3.0,0,2,3,11,2011,0,95677,-29.339349542280313,-50.88266507517747
Garibaldi,Serra Gaúcha,Progresso,Casa,—,845376,4,2.5,184,639,184,0,3.0,0,2,5,10,1973,0,95724,-29.24574102855042,-51.50447508523288
Gramado,Serra Gaúcha,Canavial,Condomínio Residencial,—,7870900,4,3.5,308,657,266,42,1.0,0,1,5,10,2007,0,95679,-29.41611176156477,-50.89119957744445
Nova Petrópolis,Serra Gaúcha,Pinhal Alto,Terreno,—,378372,0,0.0,0,358,0,0,0.0,0,0,1,4,1999,0,95155,-29.42029944282323,-51.12562378517548
Gramado,Serra Gaúcha,Mato Queimado,Condomínio Residencial,—,4707366,4,3.0,200,431,200,0,1.0,0,1,3,12,1973,0,95670,-29.41564579190486,-50.84337454044093
Canela,Serra Gaúcha,Jardim,Apartamento,—,1177468,1,1.0,78,78,78,0,4.0,0,2,3,7,2008,2010,95683,-29.394258628655223,-50.79422758004419
Nova Petrópolis,Serra Gaúcha,Vila Nova,Casa,—,1044106,3,2.0,229,456,161,68,1.0,0,2,3,6,2008,0,95154,-29.384697344953725,-51.077828256643016
Canela,Serra Gaúcha,Fontes do Ipê,Condomínio Residencial,—,5220835,2,3.5,311,433,311,0,1.0,1,1,5,10,2023,0,95684,-29.340661698624643,-50.838834652443424
Porto Alegre,Capital,Partenon,Apartamento,—,1035991,1,2.0,129,129,129,0,8.0,0,4,2,6,2000,0,90017,-30.053765580236888,-51.2014773944147
Gramado,Serra Gaúcha,Centro,Casa,—,5611007,3,1.0,290,783,290,0,2.0,0,0,4,9,2016,0,95678,-29.408872916990987,-50.91761415564451
Nova Prata,Serra Gaúcha,Frizon,Apartamento,—,479815,1,2.0,139,139,139,0,6.0,0,4,3,6,1974,2003,95325,-28.8272777459344,-51.584652922438714
Gramado,Serra Gaúcha,Três Pinheiros,Apartamento,—,1969706,3,2.0,108,108,108,0,5.0,0,3,4,10,1992,0,95675,-29.336731501576242,-50.87674934195637
Nova Prata,Serra Gaúcha,São Cristóvão,Terreno,Lot. Colinas do Caravaggio,160714,0,0.0,0,397,0,0,0.0,0,2,2,3,1998,0,95321,-28.83369734662699,-51.574596977963985
Garibaldi,Serra Gaúcha,Bela Vista,Terreno,—,1426002,0,0.0,0,1174,0,0,0.0,0,0,2,3,2017,0,95729,-29.281331587944575,-51.57536021726869
Bento Gonçalves,Serra Gaúcha,Charqueadas,Apartamento,—,379218,3,1.0,56,56,56,0,4.0,0,2,3,10,1980,2012,95706,-29.215181270940523,-51.485821361951864
Caxias do Sul,Serra Gaúcha,Centro,Terreno,—,1476300,0,0.0,0,823,0,0,0.0,0,0,2,4,2016,0,95019,-29.2156023321059,-51.1313096931873
Porto Alegre,Capital,Três Figueiras,Apartamento,—,1296530,1,2.0,168,168,168,0,3.0,0,0,4,8,1983,2001,90013,-29.989413080892444,-51.264296122256674
Gramado,Serra Gaúcha,Várzea Grande,Condomínio Residencial,—,6027494,3,2.5,233,468,233,0,2.0,0,3,4,10,2017,2005,95670,-29.391253056559364,-50.88807644161007
Caxias do Sul,Serra Gaúcha,São Pelegrino,Comercial,—,304505,0,1.0,48,176,48,0,2.0,0,1,4,8,1983,2015,95010,-29.16015565589193,-51.21824964948741
Veranópolis,Serra Gaúcha,Medianeira,Apartamento,—,288929,3,1.0,89,89,89,0,4.0,0,4,4,9,1977,0,95337,-28.986781842071796,-51.59757742749257
Vila Flores,Serra Gaúcha,Centro,Terreno,Clube Residencial Paraíso,201816,0,0.0,0,922,0,0,0.0,0,0,3,3,2021,0,95340,-28.86392304861224,-51.648552147837755
Canela,Serra Gaúcha,Jardim,Condomínio Residencial,—,5591010,4,2.0,315,741,315,0,2.0,0,1,5,11,2012,0,95684,-29.339422174249066,-50.82698155507894
Veranópolis,Serra Gaúcha,Centro,Terreno,Centro (avulso),132670,0,0.0,0,347,0,0,0.0,0,2,3,3,1998,0,95336,-28.938566822908843,-51.60576165045898
Caxias do Sul,Serra Gaúcha,Exposição,Apartamento,—,1430846,3,1.0,174,174,174,0,5.0,0,1,5,7,1970,0,95016,-29.145352620979697,-51.17266613331545
Canela,Serra Gaúcha,Fontes do Ipê,Condomínio Residencial,—,4744411,3,2.0,290,570,290,0,1.0,0,2,3,9,1984,0,95680,-29.329483250324397,-50.80863119556192
Gramado,Serra Gaúcha,Várzea Grande,Apartamento,—,3211393,2,2.0,167,167,167,0,12.0,0,3,4,8,2008,0,95679,-29.3603572279239,-50.92377724176532
Caxias do Sul,Serra Gaúcha,Desvio Rizzo,Casa,—,1235789,4,3.0,149,540,149,0,2.0,0,3,5,5,1974,2012,95017,-29.162862356581012,-51.151128789726855
Caxias do Sul,Serra Gaúcha,Sagrada Família,Apartamento,—,1015737,2,1.0,128,128,128,0,2.0,0,2,2,9,1994,2002,95019,-29.216250785721186,-51.22839270551826
Veranópolis,Serra Gaúcha,Medianeira,Apartamento,—,217662,1,1.0,78,78,78,0,10.0,0,2,3,6,2007,2006,95339,-28.906985824934385,-51.57325877566061
Bento Gonçalves,Serra Gaúcha,Planalto,Comercial,—,1152432,0,2.0,242,361,242,0,1.0,0,2,5,8,2016,0,95705,-29.122925681130212,-51.47452657262712
Vila Flores,Serra Gaúcha,Linha Aimoré,Casa,—,395428,4,1.0,163,364,163,0,1.0,0,1,4,6,2016,0,95335,-28.891110732377584,-51.60439883963536
Porto Alegre,Capital,Centro Histórico,Terreno,—,684792,0,0.0,0,480,0,0,0.0,0,1,3,3,2020,0,90017,-30.056847064743437,-51.26023228638131
Porto Alegre,Capital,Menino Deus,Apartamento,—,452884,3,1.0,62,62,62,0,5.0,0,1,2,7,1975,0,90012,-30.080295754607455,-51.179277905500726
Nova Prata,Serra Gaúcha,São Cristóvão,Terreno,Lot. Colinas do Caravaggio,152107,0,0.0,0,379,0,0,0.0,0,2,2,3,2007,0,95323,-28.77049474882946,-51.58864827039582
Porto Alegre,Capital,Mont'Serrat,Terreno,—,1694173,0,0.0,0,1032,0,0,0.0,0,2,2,3,2003,0,90015,-30.02079835816902,-51.245310855615635
Porto Alegre,Capital,Chácara das Pedras,Apartamento,—,928116,3,1.0,134,134,134,0,5.0,0,4,2,8,2019,2021,90013,-30.06510537765677,-51.25930134772126
Porto Alegre,Capital,Petrópolis,Apartamento,—,1029180,1,1.0,148,148,148,0,1.0,0,4,5,8,2013,0,90019,-30.06114031303013,-51.21500110956968
Caxias do Sul,Serra Gaúcha,Sagrada Família,Comercial,—,829321,0,1.0,113,212,113,0,2.0,0,0,5,6,2012,2009,95013,-29.199671137751153,-51.17326855165914
Caxias do Sul,Serra Gaúcha,Sanvitto,Apartamento,—,1327409,3,2.0,154,154,154,0,4.0,0,1,2,7,2021,0,95013,-29.140931184819568,-51.192250157787925
Farroupilha,Serra Gaúcha,Pio X,Terreno,—,749293,0,0.0,0,606,0,0,0.0,0,1,1,6,2018,0,95182,-29.247721503172233,-51.32710144177422
Nova Prata,Serra Gaúcha,Santa Cruz,Casa,—,457027,4,1.5,118,222,92,26,2.0,0,2,5,7,2006,0,95328,-28.756605898966544,-51.581434181584505
Bento Gonçalves,Serra Gaúcha,Planalto,Apartamento,—,455723,2,2.0,66,66,66,0,2.0,0,1,5,10,2005,0,95708,-29.193023505554667,-51.551306052766186
Caxias do Sul,Serra Gaúcha,Sagrada Família,Apartamento,—,1156523,1,2.0,134,134,134,0,6.0,0,0,5,9,1992,2020,95012,-29.128625769768206,-51.1973072820492
Vila Flores,Serra Gaúcha,Centro,Apartamento,—,195151,3,2.0,74,74,74,0,4.0,0,4,3,9,1973,2003,95344,-28.813476357804735,-51.6239696006217
Porto Alegre,Capital,Cidade Baixa,Apartamento,—,640007,3,1.0,86,86,86,0,1.0,0,1,3,8,1992,0,90016,-30.048049443746244,-51.188690644715855
Porto Alegre,Capital,Centro Histórico,Terreno,—,1655701,0,0.0,0,1177,0,0,0.0,0,3,2,3,2018,0,90017,-30.01329398830838,-51.17886697711678
Porto Alegre,Capital,Bela Vista,Terreno,—,1730710,0,0.0,0,997,0,0,0.0,0,3,2,4,2017,0,90014,-29.999160926433984,-51.17286149259988
Porto Alegre,Capital,Cristal,Apartamento,—,1330770,2,1.0,166,166,166,0,7.0,0,4,3,8,2003,2007,90015,-30.053218239152557,-51.19733575844935
Garibaldi,Serra Gaúcha,Bela Vista,Apartamento,—,390538,2,1.0,75,75,75,0,7.0,0,2,2,9,1978,0,95720,-29.215103040854867,-51.56600935251893
Bento Gonçalves,Serra Gaúcha,São Roque,Casa,—,951323,3,3.0,156,715,156,0,1.0,0,3,3,7,1996,0,95705,-29.209632996895962,-51.55314728769573
Bento Gonçalves,Serra Gaúcha,Planalto,Terreno,—,1258162,0,0.0,0,866,0,0,0.0,0,1,3,4,2010,0,95704,-29.164595889534862,-51.49088800475016
